run,vehicle,scenario,header_status,channels,points_declared,has_object_reference_actual_xy,has_head_tracker_reference_actual_xy,has_spt_reference_actual,has_launchpad_low_level,has_can_user_defined,explicit_aeb_fcw_channels,error
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R14.txt,Guang_Qi_A66_data,OTHER,data_export,416,1883,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R15.txt,Guang_Qi_A66_data,OTHER,data_export,416,2709,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R16.txt,Guang_Qi_A66_data,OTHER,data_export,416,2687,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R17.txt,Guang_Qi_A66_data,OTHER,data_export,416,1933,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R18.txt,Guang_Qi_A66_data,OTHER,data_export,416,2122,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R19.txt,Guang_Qi_A66_data,OTHER,data_export,416,1629,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,1345,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R20.txt,Guang_Qi_A66_data,OTHER,data_export,416,1961,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R21.txt,Guang_Qi_A66_data,OTHER,data_export,416,1480,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R22.txt,Guang_Qi_A66_data,OTHER,data_export,416,883,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R23.txt,Guang_Qi_A66_data,OTHER,data_export,416,1485,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R24.txt,Guang_Qi_A66_data,OTHER,data_export,416,2105,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,1327,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,2617,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R5.txt,Guang_Qi_A66_data,OTHER,data_export,416,2739,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R6.txt,Guang_Qi_A66_data,OTHER,data_export,416,2146,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R7.txt,Guang_Qi_A66_data,OTHER,data_export,416,2268,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R8.txt,Guang_Qi_A66_data,OTHER,data_export,416,1849,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/416-6/V3_T416_R9.txt,Guang_Qi_A66_data,OTHER,data_export,416,2053,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/417-4.1/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/417-4.1/V3_T417_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3565,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/417-4.1/V3_T417_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3418,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/418-5/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/418-5/V3_T418_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3364,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/418-5/V3_T418_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3338,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R1.txt,Guang_Qi_A66_data,OTHER,data_export,385,7370,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R2.txt,Guang_Qi_A66_data,OTHER,data_export,385,1506,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R3.txt,Guang_Qi_A66_data,OTHER,data_export,385,2532,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R4.txt,Guang_Qi_A66_data,OTHER,data_export,385,8886,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R5.txt,Guang_Qi_A66_data,OTHER,data_export,385,4119,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R6.txt,Guang_Qi_A66_data,OTHER,data_export,385,2356,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R7.txt,Guang_Qi_A66_data,OTHER,data_export,385,4984,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/428-7.1/V3_T428_R8.txt,Guang_Qi_A66_data,OTHER,data_export,385,5331,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/429-2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/429-2/V3_T429_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3104,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/429-2/V3_T429_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,5012,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/429-2/V3_T429_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,4732,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/430-4.2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/430-4.2/V3_T430_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,5601,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/430-4.2/V3_T430_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,5803,True,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R1.txt,Guang_Qi_A66_data,OTHER,data_export,385,4432,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R10.txt,Guang_Qi_A66_data,OTHER,data_export,385,2807,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R11.txt,Guang_Qi_A66_data,OTHER,data_export,385,2940,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R12.txt,Guang_Qi_A66_data,OTHER,data_export,385,3045,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R13.txt,Guang_Qi_A66_data,OTHER,data_export,385,2957,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R14.txt,Guang_Qi_A66_data,OTHER,data_export,385,3434,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R2.txt,Guang_Qi_A66_data,OTHER,data_export,385,6552,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R3.txt,Guang_Qi_A66_data,OTHER,data_export,385,3145,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R4.txt,Guang_Qi_A66_data,OTHER,data_export,385,3418,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R5.txt,Guang_Qi_A66_data,OTHER,data_export,385,7847,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R6.txt,Guang_Qi_A66_data,OTHER,data_export,385,3317,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R7.txt,Guang_Qi_A66_data,OTHER,data_export,385,3332,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R8.txt,Guang_Qi_A66_data,OTHER,data_export,385,2858,False,True,False,False,False,,
Guang_Qi_A66_data/13-ICA/432-7.2/V3_T432_R9.txt,Guang_Qi_A66_data,OTHER,data_export,385,10218,False,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/420-2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/420-2/V3_T420_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,5862,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/420-2/V3_T420_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,5567,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/420-2/V3_T420_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,4898,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/421-3.2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/421-3.2/V3_T421_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,5043,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/421-3.2/V3_T421_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,5610,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/421-3.2/V3_T421_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,4470,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/422-3.3/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/422-3.3/V3_T422_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3319,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/422-3.3/V3_T422_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3292,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/423-3.1/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/423-3.1/V3_T423_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,2964,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/423-3.1/V3_T423_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3828,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/423-3.1/V3_T423_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,2724,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/424-4/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/424-4/V3_T424_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,4781,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/424-4/V3_T424_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3837,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/424-4/V3_T424_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,5173,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,1932,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,617,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,700,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,484,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R5.txt,Guang_Qi_A66_data,OTHER,data_export,416,1053,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/425-5/V3_T425_R6.txt,Guang_Qi_A66_data,OTHER,data_export,416,641,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/426-7/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/426-7/V3_T426_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3106,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/426-7/V3_T426_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,1735,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/426-7/V3_T426_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,2108,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/426-7/V3_T426_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,3732,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/427-6/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/14-TJA/427-6/V3_T427_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,4007,True,True,False,False,False,,
Guang_Qi_A66_data/14-TJA/427-6/V3_T427_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,2686,True,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/431-3/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/15-ILC/431-3/V3_T431_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,4300,True,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/431-3/V3_T431_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,4090,True,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/431-3/V3_T431_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,4095,True,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R1.txt,Guang_Qi_A66_data,OTHER,data_export,385,3157,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R2.txt,Guang_Qi_A66_data,OTHER,data_export,385,1215,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R3.txt,Guang_Qi_A66_data,OTHER,data_export,385,2556,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R4.txt,Guang_Qi_A66_data,OTHER,data_export,385,1950,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R5.txt,Guang_Qi_A66_data,OTHER,data_export,385,1855,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/433-2/V3_T433_R6.txt,Guang_Qi_A66_data,OTHER,data_export,385,2418,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/434-4/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/15-ILC/434-4/V3_T434_R1.txt,Guang_Qi_A66_data,OTHER,data_export,385,2730,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/434-4/V3_T434_R2.txt,Guang_Qi_A66_data,OTHER,data_export,385,2621,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/434-4/V3_T434_R3.txt,Guang_Qi_A66_data,OTHER,data_export,385,1794,False,True,False,False,False,,
Guang_Qi_A66_data/15-ILC/434-4/V3_T434_R4.txt,Guang_Qi_A66_data,OTHER,data_export,385,2109,False,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,2693,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3802,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,3126,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,3134,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R5.txt,Guang_Qi_A66_data,OTHER,data_export,416,2918,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/436-2.1/V3_T436_R6.txt,Guang_Qi_A66_data,OTHER,data_export,416,2541,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,2705,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R10.txt,Guang_Qi_A66_data,OTHER,data_export,416,2500,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R11.txt,Guang_Qi_A66_data,OTHER,data_export,416,2544,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R12.txt,Guang_Qi_A66_data,OTHER,data_export,416,2686,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R13.txt,Guang_Qi_A66_data,OTHER,data_export,416,2381,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,3191,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,2690,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,3206,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R5.txt,Guang_Qi_A66_data,OTHER,data_export,416,2704,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R6.txt,Guang_Qi_A66_data,OTHER,data_export,416,2929,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R7.txt,Guang_Qi_A66_data,OTHER,data_export,416,3333,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R8.txt,Guang_Qi_A66_data,OTHER,data_export,416,2576,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/437-3.1/V3_T437_R9.txt,Guang_Qi_A66_data,OTHER,data_export,416,2832,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/440-4.2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/440-4.2/V3_T440_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3474,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/440-4.2/V3_T440_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,2827,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/441-5/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/441-5/V3_T441_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,2492,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/441-5/V3_T441_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,2937,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/442-SR_AR Combination/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/442-SR_AR Combination/V3_T442_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,2722,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/446-2.2/CurrentTestSpec.txt,Guang_Qi_A66_data,OTHER,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/16-RCW/446-2.2/V3_T446_R1.txt,Guang_Qi_A66_data,OTHER,data_export,416,3122,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/446-2.2/V3_T446_R2.txt,Guang_Qi_A66_data,OTHER,data_export,416,2805,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/446-2.2/V3_T446_R3.txt,Guang_Qi_A66_data,OTHER,data_export,416,2358,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/446-2.2/V3_T446_R4.txt,Guang_Qi_A66_data,OTHER,data_export,416,2158,True,True,False,False,False,,
Guang_Qi_A66_data/16-RCW/446-2.2/V3_T446_R5.txt,Guang_Qi_A66_data,OTHER,data_export,416,2394,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/41-VUT 20 kph; CPLA-25 5 kph AEB (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/41-VUT 20 kph; CPLA-25 5 kph AEB (Day)/V3_T41_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,2854,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/47-VUT 40 kph; CPLA-25 5 kph AEB (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/13-CPLA-25 5 kph AEB (Day)/47-VUT 40 kph; CPLA-25 5 kph AEB (Day)/V3_T47_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,2837,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/14-CPLA-25 5 kph FCW (Day)/53-VUT 60 kph; CPLA-25 5 kph FCW (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/14-CPLA-25 5 kph FCW (Day)/53-VUT 60 kph; CPLA-25 5 kph FCW (Day)/V3_T53_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,1933,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/14-CPLA-25 5 kph FCW (Day)/59-VUT 80 kph; CPLA-25 5 kph FCW (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/14-CPLA-25 5 kph FCW (Day)/59-VUT 80 kph; CPLA-25 5 kph FCW (Day)/V3_T59_R2.txt,Guang_Qi_A66_data,CPLA,data_export,415,2449,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/14-CPLA-25 5 kph FCW (Day)/59-VUT 80 kph; CPLA-25 5 kph FCW (Day)/V3_T59_R3.txt,Guang_Qi_A66_data,CPLA,data_export,385,1072,False,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/44-VUT 20 kph; CPLA-25 5 kph AEB (Night)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/44-VUT 20 kph; CPLA-25 5 kph AEB (Night)/V3_T44_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,2351,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/50-VUT 40 kph; CPLA-25 5 kph AEB (Night)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/15-CPLA-25 5 kph AEB (Night)/50-VUT 40 kph; CPLA-25 5 kph AEB (Night)/V3_T50_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,2216,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/16-CPLA-25 5 kph FCW (Night)/56-VUT 60 kph; CPLA-25 5 kph FCW (Night)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/16-CPLA-25 5 kph FCW (Night)/56-VUT 60 kph; CPLA-25 5 kph FCW (Night)/V3_T56_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,1893,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/16-CPLA-25 5 kph FCW (Night)/62-VUT 80 kph; CPLA-25 5 kph FCW (Night)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPLA,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/12-CPLA [O.6.1.6]/16-CPLA-25 5 kph FCW (Night)/62-VUT 80 kph; CPLA-25 5 kph FCW (Night)/V3_T62_R1.txt,Guang_Qi_A66_data,CPLA,data_export,415,2521,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/65-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPNCO,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/65-VUT 20 kph; CPNCO-25 5 kph AEB (Day)/V3_T65_R1.txt,Guang_Qi_A66_data,CPNCO,data_export,415,3365,True,True,False,False,False,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/74-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/CurrentTestSpec.txt,Guang_Qi_A66_data,CPNCO,metadata_not_data_export,,,,,,,,,
Guang_Qi_A66_data/2-C-NCAP VRU 2024 (VUT)/17-CPNCO [O.6.1.7]/18-CPNCO-25 5 kph AEB (Day)/74-VUT 40 kph; CPNCO-25 5 kph AEB (Day)/V3_T74_R1.txt,Guang_Qi_A66_data,CPNCO,data_export,415,2380,True,True,False,False,False,,
